time,lane,type,duration
31.0,1,0,0
31.1,3,0,0
31.3,1,0,0
31.4,3,0,0
31.6,2,0,0
31.6,4,0,0
31.8,1,0,0
32.0,1,0,0
32.2,3,0,0
32.4,1,0,0
32.4,4,0,0
32.6,2,0,0
32.7,4,0,0
32.9,1,0,0
33.0,4,0,0
33.2,3,0,0
33.2,2,0,0
33.4,1,0,0
33.6,3,0,0
33.6,2,0,0
33.8,1,0,0
34.0,3,0,0
34.0,2,0,0
34.2,1,0,0
34.4,2,0,0
34.4,3,0,0
34.6,1,0,0
34.8,3,0,0
34.8,4,0,0
35.0,2,0,0
35.2,3,0,0
35.2,4,0,0
35.4,2,0,0
35.6,4,0,0
35.6,3,0,0
35.8,2,0,0
36.0,3,0,0
36.0,4,0,0
36.2,2,0,0
36.4,1,0,0
36.4,3,0,0
36.6,2,0,0
36.8,1,0,0
36.8,3,0,0
37.0,2,0,0
37.2,1,0,0
37.2,3,0,0
37.4,2,0,0
37.6,3,0,0
37.6,4,0,0
37.8,2,0,0
38.0,3,0,0
38.0,1,0,0
38.0,4,0,0
39.6,1,0,0
39.6,3,0,0
39.8,2,0,0
40.0,1,0,0
40.0,4,0,0
40.2,3,0,0
40.4,2,0,0
40.4,4,0,0
40.6,1,0,0
40.8,2,0,0
40.8,4,0,0
41.0,3,0,0
41.2,1,0,0
41.2,4,0,0
41.4,2,0,0
41.6,3,0,0
41.6,1,0,0
41.8,4,0,0
42.0,1,0,0
42.0,3,0,0
42.2,2,0,0
42.4,4,0,0
42.4,1,0,0
42.6,2,0,0
42.8,4,0,0
42.8,3,0,0
43.0,1,0,0
43.2,4,0,0
43.2,3,0,0
43.4,2,0,0
43.6,3,0,0
43.6,1,0,0
43.8,2,0,0
44.0,1,0,0
44.0,3,0,0
44.2,4,0,0
44.4,1,0,0
44.4,2,0,0
44.6,3,0,0
44.8,1,0,0
44.8,2,0,0
45.0,4,0,0
45.2,1,0,0
45.2,3,0,0
45.4,2,0,0
45.6,1,0,0
45.6,3,0,0
45.8,2,0,0
46.0,3,0,0
46.0,4,0,0
46.2,2,0,0
46.4,1,0,0
46.4,4,0,0
46.6,3,0,0
46.8,1,0,0
46.8,2,0,0
47.0,3,0,0
47.2,1,0,0
47.2,2,0,0
47.4,4,0,0
47.6,3,0,0
47.6,2,0,0
47.8,1,0,0
48.0,2,0,0
48.0,3,0,0
48.2,4,0,0
48.4,3,0,0
48.4,2,0,0
48.6,1,0,0
48.8,3,0,0
48.8,2,0,0
49.0,4,0,0
49.2,2,0,0
49.2,1,0,0
49.4,3,0,0
49.6,1,0,0
49.6,4,0,0
49.8,2,0,0
50.0,3,0,0
50.0,4,0,0
50.2,2,0,0
50.4,4,0,0
50.4,1,0,0
50.6,3,0,0
50.8,3,0,0
50.8,2,0,0
51.2,2,0,0
51.2,3,0,0
51.4,1,0,0
51.5,3,0,0
51.6,1,0,0
51.7,3,0,0
51.8,1,0,0
52.0,2,0,0
52.0,4,0,0
52.2,3,0,0
52.4,1,0,0
52.4,4,0,0
52.6,3,0,0
52.8,2,0,0
52.8,4,0,0
53.0,3,0,0
53.2,1,0,0
53.2,2,0,0
53.4,3,0,0
53.6,2,0,0
53.6,1,0,0
53.8,3,0,0
54.0,1,0,0
54.0,4,0,0
54.2,2,0,0
54.4,1,0,0
54.4,3,0,0
54.6,2,0,0
54.8,3,0,0
54.8,4,0,0
55.0,1,0,0
55.2,2,0,0
55.2,3,0,0
55.4,1,0,0
55.6,3,0,0
55.6,2,0,0
55.8,4,0,0
56.0,1,0,0
56.0,3,0,0
56.2,4,0,0
56.4,2,0,0
56.4,3,0,0
56.6,1,0,0
56.8,2,0,0
56.8,4,0,0
57.0,1,0,0
57.2,3,0,0
57.2,4,0,0
57.4,2,0,0
57.6,1,0,0
57.6,4,0,0
57.8,3,0,0
58.0,1,0,0
58.0,2,0,0
58.2,3,0,0
58.4,1,0,0
58.4,2,0,0
58.6,3,0,0
58.8,2,0,0
58.8,4,0,0
59.0,3,0,0
59.2,2,0,0
59.2,4,0,0
59.4,3,0,0
59.6,1,0,0
59.6,4,0,0
59.8,2,0,0
60.0,4,0,0
60.0,1,0,0
60.2,2,0,0
60.4,1,0,0
60.4,3,0,0
60.6,2,0,0
60.8,1,0,0
60.8,3,0,0
61.0,2,0,0
61.2,4,0,0
61.2,1,0,0
61.4,2,0,0
61.6,4,0,0
61.6,1,0,0
61.8,3,0,0
62.0,1,0,0
62.0,2,0,0
62.2,4,0,0
62.4,1,0,0
62.4,2,0,0
62.6,4,0,0
62.8,3,0,0
62.8,2,0,0
63.0,1,0,0
63.2,3,0,0
63.2,2,0,0
63.4,4,0,0
63.6,3,0,0
63.6,1,0,0
63.8,2,0,0
64.0,1,0,0
64.0,4,0,0
64.2,2,0,0
64.4,1,0,0
64.4,4,0,0
64.6,3,0,0
64.6,2,0,0
64.8,1,0,0
64.8,4,0,0
65.0,3,0,0
65.0,2,0,0
65.2,1,0,0
65.4,3,0,0
65.6,1,0,0
65.8,3,0,0
66.0,1,0,0
66.2,3,0,0
66.4,1,0,0
66.6,3,0,0
66.8,2,0,0
67.0,4,0,0
67.2,2,0,0
67.4,4,0,0
67.6,2,0,0
67.8,4,0,0
68.0,2,0,0
68.2,4,0,0
68.4,2,0,0
68.6,3,0,0
68.8,2,0,0
69.0,3,0,0
69.2,2,0,0
69.4,3,0,0
69.6,2,0,0
69.8,3,0,0
70.0,1,0,0
70.2,4,0,0
70.4,1,0,0
70.6,4,0,0
70.8,1,0,0
71.0,4,0,0
71.2,1,0,0
71.4,4,0,0
71.6,1,0,0
71.8,3,0,0
72.0,1,0,0
72.2,4,0,0
72.4,1,0,0
72.6,3,0,0
72.8,1,0,0
73.0,4,0,0
73.2,2,0,0
73.4,3,0,0
73.6,1,0,0
73.8,3,0,0
74.0,2,0,0
74.2,3,0,0
74.4,1,0,0
74.6,3,0,0
74.8,1,0,0
75.0,4,0,0
75.2,1,0,0
75.4,3,0,0
75.6,1,0,0
75.8,4,0,0
76.0,1,0,0
76.2,3,0,0
76.4,1,0,0
76.6,4,0,0
76.8,1,0,0
77.0,3,0,0
77.2,1,0,0
77.4,2,0,0
77.6,1,0,0
77.8,2,0,0
78.0,4,0,0
78.0,1,1,1.2
79.6,2,0,0
79.6,4,1,1.2
81.2,4,0,0
81.2,3,1,1.2
82.6,2,0,0
82.8,3,0,0
82.8,1,1,1.2
84.4,4,1,1.2
84.4,3,0,0
86.0,3,0,0
86.0,1,1,1.2
87.6,1,0,0
87.6,2,1,1.2
89.0,1,0,0
89.2,3,0,0
89.2,4,0,0
89.6,2,0,0
90.0,4,0,0
90.4,1,0,0
90.8,2,0,0
90.8,3,0,0
91.0,1,0,0
91.2,4,0,0
91.4,1,0,0
91.8,2,0,0
92.2,3,0,0
92.2,4,0,0
92.6,3,0,0
92.6,4,0,0
93.0,1,0,0
93.0,2,0,0
93.2,3,0,0
93.4,4,0,0
93.6,4,0,0
94.2,1,0,0
94.4,4,0,0
94.6,2,0,0
95.0,1,0,0
95.4,2,0,0
95.4,4,0,0
95.8,2,0,0
95.8,4,0,0
96.2,1,0,0
96.2,4,0,0
96.4,2,0,0
96.6,3,0,0
96.8,3,0,0
97.4,1,0,0
97.6,4,0,0
97.8,2,0,0
98.2,3,0,0
98.6,1,0,0
98.6,2,0,0
99.0,3,0,0
99.0,4,0,0
99.4,1,0,0
99.4,3,0,0
99.6,2,0,0
99.8,4,0,0
100.0,4,0,0
100.6,3,0,0
100.8,1,0,0
101.0,3,0,0
101.4,2,0,0
101.8,1,0,0
101.8,3,0,0
102.2,1,0,0
102.2,3,0,0
102.6,2,0,0
102.6,3,0,0
102.8,4,0,0
103.0,3,0,0
103.2,2,0,0
103.4,1,0,0
103.6,2,0,0
103.6,3,0,0
103.8,4,0,0
104.0,2,0,0
104.2,4,0,0
104.4,2,0,0
104.6,4,0,0
104.8,2,0,0
105.0,4,0,0
105.2,3,0,0
105.2,1,0,0
105.4,4,0,0
105.6,1,0,0
105.8,4,0,0
106.0,1,0,0
106.2,4,0,0
106.4,1,0,0
106.6,4,0,0
106.8,2,0,0
106.8,3,0,0
107.0,4,0,0
107.2,2,0,0
107.4,4,0,0
107.6,2,0,0
107.8,4,0,0
108.0,2,0,0
108.2,3,0,0
108.4,3,0,0
108.4,1,0,0
108.6,4,0,0
108.8,2,0,0
109.0,3,0,0
109.2,1,0,0
109.4,4,0,0
109.6,2,0,0
109.8,3,0,0
110.0,1,0,0
110.0,2,0,0
110.2,4,0,0
110.4,1,0,0
110.6,4,0,0
110.8,1,0,0
111.0,4,0,0
111.2,1,0,0
111.4,2,0,0
111.5,3,0,0
111.6,1,0,0
111.7,4,0,0
111.8,1,0,0
111.9,4,0,0
112.0,1,0,0
112.1,4,0,0
112.2,1,0,0
112.3,4,0,0
112.4,2,0,0
112.5,3,0,0
112.6,2,0,0
112.7,3,0,0
112.8,2,0,0
112.9,3,0,0
113.0,2,0,0
113.1,3,0,0
113.2,2,1,1.4
114.8,1,0,0
116.4,2,0,0
116.4,3,0,0
116.6,4,0,0
116.8,1,0,0
117.0,4,0,0
117.2,1,0,0
117.4,4,0,0
117.6,1,0,0
117.8,4,0,0
118.0,1,0,0
118.0,2,0,0
118.2,4,0,0
118.4,1,0,0
118.4,2,0,0
118.6,4,0,0
118.8,3,0,0
118.8,2,0,0
119.0,4,0,0
119.2,1,0,0
119.2,2,0,0
119.2,3,0,0
119.4,4,0,0
119.6,3,0,0
119.6,2,0,0
119.8,1,0,0
120.0,2,0,0
120.0,3,0,0
120.2,4,0,0
120.4,2,0,0
120.4,3,0,0
120.6,1,0,0
120.8,2,0,0
120.8,3,0,0
121.0,4,0,0
121.2,3,0,0
121.2,2,0,0
121.4,1,0,0
121.6,2,0,0
121.6,3,0,0
121.8,1,0,0
122.0,3,0,0
122.0,2,0,0
122.2,4,0,0
122.2,1,0,0
122.4,2,0,0
122.4,3,0,0
122.6,3,0,0
122.6,4,0,0
122.7,1,0,0
122.7,2,0,0
122.8,3,0,0
122.8,4,0,0
123.0,1,0,0
123.2,3,0,0
123.2,4,0,0
123.4,1,0,0
123.6,2,0,0
123.6,3,0,0
123.8,1,0,0
124.0,2,0,0
124.0,3,0,0
124.2,4,0,0
124.4,1,0,0
124.4,2,0,0
124.6,3,0,0
124.8,1,0,0
124.8,2,0,0
125.0,3,0,0
125.2,1,0,0
125.2,4,0,0
125.4,2,0,0
125.6,1,0,0
125.6,4,0,0
125.8,3,0,0
125.8,2,0,0
126.0,1,0,0
126.0,4,0,0
126.2,2,0,0
126.4,3,0,0
126.4,4,0,0
126.6,2,0,0
126.6,1,0,0
126.8,3,0,0
126.8,4,0,0
127.2,2,0,0
127.2,3,0,0
127.4,1,0,0
127.4,2,0,0
127.5,4,0,0
127.5,3,0,0
127.6,1,0,0
127.6,2,0,0
128.0,1,0,0
128.2,2,0,0
128.3,3,0,0
128.4,2,0,0
128.5,3,0,0
128.6,2,0,0
128.8,1,0,0
128.8,4,0,0
129.0,3,0,0
129.2,2,1,1.2
129.2,4,0,0
129.6,4,0,0
130.0,4,0,0
130.4,4,0,0
130.8,1,0,0
130.8,3,1,1.2
131.2,1,0,0
131.6,1,0,0
132.0,1,0,0
132.2,2,0,0
132.4,3,0,0
132.4,1,1,1.2
132.8,3,0,0
133.2,3,0,0
133.6,3,0,0
133.8,4,0,0
134.0,1,0,0
134.0,3,0,0
134.2,2,0,0
134.4,1,0,0
134.4,3,0,0
134.6,2,0,0
134.8,4,0,0
134.8,3,0,0
134.9,1,0,0
134.9,2,0,0
135.0,3,0,0
135.0,4,0,0
135.2,2,0,0
135.4,3,0,0
135.4,4,0,0
135.5,1,0,0
135.5,2,0,0
135.6,4,0,0
135.6,3,1,1.2
136.0,1,0,0
136.4,1,0,0
136.8,1,0,0
137.0,4,0,0
137.2,3,0,0
137.2,2,1,1.2
137.6,3,0,0
138.0,3,0,0
138.4,3,0,0
138.6,1,0,0
138.6,4,0,0
138.8,3,0,0
138.9,2,0,0
139.0,3,0,0
139.1,2,0,0
139.2,3,0,0
139.3,2,0,0
139.4,3,0,0
139.5,2,0,0
139.6,1,0,0
139.6,3,0,0
139.7,4,0,0
139.8,3,0,0
140.0,1,0,0
140.0,2,0,0
140.2,3,0,0
140.2,4,0,0
140.3,2,0,0
140.3,1,0,0
140.4,4,0,0
140.4,3,0,0
140.8,1,0,0
140.8,4,0,0
141.0,2,0,0
141.1,4,0,0
141.2,1,0,0
141.3,3,0,0
141.4,2,0,0
141.6,2,0,0
141.6,3,0,0
141.8,1,0,0
141.8,4,0,0
142.0,2,0,0
142.0,3,0,0
