time,lane,type,duration
48.528,3,1,0.176
48.704,2,1,0.177
48.881,1,1,0.265
49.41,3,1,0.177
49.587,4,1,0.176
49.763,3,1,0.177
49.94,2,1,0.176
50.293,1,0,0
50.469,3,0,0
50.646,4,0,0
50.822,2,0,0
50.999,1,0,0
51.175,3,0,0
51.352,2,0,0
51.528,4,0,0
51.704,3,0,0
52.057,3,0,0
52.234,2,0,0
52.41,1,0,0
52.587,4,0,0
52.763,3,0,0
53.116,1,1,0.177
53.293,2,1,0.176
53.469,4,1,0.177
53.646,3,1,0.176
53.999,2,1,0.264
54.704,3,1,0.265
55.41,3,1,0.442
55.94,2,0,0
56.822,4,1,0.353
57.352,1,0,0
57.881,1,0,0
58.234,1,1,0.353
58.763,4,0,0
59.293,4,0,0
59.646,4,0,0
60.175,1,0,0
60.704,4,0,0
61.057,3,0,0
61.234,4,0,0
61.41,2,0,0
61.763,4,0,0
61.94,4,0,0
62.116,4,0,0
62.293,4,0,0
62.469,4,0,0
62.91,2,0,0
63.263,1,0,0
63.528,4,0,0
64.057,1,0,0
64.057,4,0,0
64.499,1,0,0
64.94,1,0,0
65.116,4,0,0
65.293,3,0,0
65.646,4,0,0
65.822,1,0,0
65.999,3,0,0
65.999,2,0,0
66.352,3,0,0
66.352,2,0,0
66.704,3,0,0
66.704,2,0,0
67.057,1,0,0
67.057,2,0,0
67.41,1,0,0
67.587,3,0,0
67.763,4,0,0
67.94,3,0,0
68.116,2,0,0
68.469,2,0,0
68.734,1,0,0
69.175,2,0,0
69.704,4,0,0
70.146,2,0,0
70.587,3,0,0
71.293,4,0,0
71.999,2,0,0
71.999,4,0,0
72.352,4,0,0
72.352,1,0,0
72.704,2,0,0
73.057,4,1,0.265
73.41,1,1,0.265
73.763,4,0,0
74.381,3,0,0
74.557,4,0,0
74.734,3,0,0
75.175,1,0,0
75.352,2,0,0
75.528,3,0,0
75.793,4,0,0
75.969,1,0,0
76.146,4,0,0
76.587,4,0,0
76.763,2,0,0
76.94,1,0,0
77.293,4,0,0
77.469,2,0,0
77.822,2,0,0
77.999,1,0,0
78.352,2,0,0
78.528,4,0,0
78.704,4,0,0
78.881,4,0,0
79.057,1,0,0
79.41,4,1,0.177
79.587,3,1,0.176
79.763,2,1,0.177
79.94,1,1,0.353
80.293,2,1,0.176
80.469,3,1,0.177
80.646,4,1,0.353
80.999,3,1,0.176
81.175,2,1,0.177
81.352,1,1,0.352
81.704,2,1,0.177
81.881,3,1,0.176
82.057,4,1,0.353
82.41,3,1,0.177
82.587,2,1,0.176
82.763,1,1,0.353
83.116,2,1,0.177
83.293,3,1,0.176
83.469,4,1,0.177
84.352,1,0,0
84.705,1,0,0
85.058,1,0,0
85.41,1,0,0
85.94,3,0,0
86.116,1,0,0
86.293,4,0,0
86.469,2,0,0
86.646,1,0,0
86.646,4,0,0
86.822,3,0,0
86.999,2,0,0
87.351,2,0,0
87.528,4,0,0
87.704,1,0,0
87.881,4,0,0
88.234,4,0,0
88.41,2,0,0
88.587,2,0,0
88.763,4,0,0
88.94,2,0,0
89.116,4,0,0
89.293,2,1,0.706
90.352,1,0,0
90.704,4,1,0.089
90.881,1,1,0.088
91.057,1,1,0.089
91.322,4,0,0
91.499,4,0,0
91.675,4,0,0
91.94,1,0,0
92.293,3,1,0.088
92.469,3,1,0.088
92.734,1,0,0
92.91,1,0,0
93.087,1,0,0
93.528,1,1,0.088
93.704,3,1,0.089
93.881,3,1,0.088
94.146,3,0,0
94.322,3,0,0
94.499,3,0,0
94.763,1,0,0
94.94,2,1,0.353
95.293,1,1,0.353
95.646,2,1,0.176
95.822,3,1,0.177
95.999,1,1,0.176
96.175,2,1,0.177
96.528,3,1,0.088
96.704,3,1,0.177
96.969,1,0,0
97.234,3,0,0
97.41,4,0,0
97.587,2,0,0
97.94,1,0,0
98.381,4,0,0
98.646,2,0,0
98.822,2,0,0
98.999,1,0,0
99.175,2,1,0.353
99.528,4,1,0.353
99.881,3,1,0.265
100.146,1,1,0.441
100.587,3,0,0
100.94,3,0,0
101.293,3,0,0
101.999,1,0,0
102.175,1,0,0
102.352,3,0,0
102.352,4,0,0
102.704,1,0,0
102.704,2,0,0
103.057,4,0,0
103.057,3,0,0
103.41,2,0,0
103.41,1,0,0
103.763,1,0,0
103.763,4,0,0
104.116,3,0,0
104.116,2,0,0
104.469,1,0,0
104.469,4,0,0
104.822,3,0,0
104.822,2,0,0
105.175,1,0,0
105.175,3,0,0
105.528,2,0,0
105.528,4,0,0
105.881,1,0,0
105.881,3,0,0
106.234,2,0,0
106.234,1,0,0
106.587,3,0,0
106.587,4,0,0
106.94,3,0,0
107.028,2,0,0
107.116,1,0,0
107.204,3,0,0
107.646,1,0,0
107.646,4,0,0
107.646,3,0,0
107.999,3,0,0
107.999,2,0,0
107.999,1,0,0
108.352,4,0,0
108.352,1,0,0
108.704,4,0,0
108.704,1,0,0
109.057,3,0,0
109.057,4,0,0
109.057,1,0,0
109.41,4,0,0
109.41,3,0,0
109.41,2,0,0
109.763,4,0,0
109.763,3,0,0
110.116,3,0,0
110.116,4,0,0
110.469,4,1,0.706
111.352,2,0,0
111.528,4,0,0
111.704,1,0,0
113.293,3,1,1.411
114.704,2,1,1.412
116.116,4,1,1.412
117.528,1,1,1.412
118.94,3,1,1.411
120.351,2,1,1.412
121.763,4,1,1.412
123.175,1,1,0.706
124.234,1,0,0
124.234,4,0,0
124.587,2,0,0
125.116,1,0,0
125.293,3,0,0
125.646,3,0,0
125.646,4,0,0
125.999,2,0,0
126.528,4,0,0
126.704,2,0,0
127.057,2,0,0
127.057,1,0,0
127.41,1,0,0
127.587,3,0,0
127.763,2,0,0
127.94,4,0,0
128.116,1,0,0
128.293,2,0,0
128.469,4,0,0
128.646,3,0,0
128.822,4,0,0
128.999,2,0,0
129.175,3,0,0
129.351,1,0,0
129.528,1,0,0
129.704,4,0,0
129.881,1,0,0
129.881,3,0,0
130.234,1,0,0
130.587,2,0,0
130.94,4,0,0
131.293,4,0,0
131.646,2,0,0
131.999,2,0,0
132.352,3,0,0
132.528,2,0,0
132.704,3,0,0
133.057,4,0,0
133.234,4,0,0
133.41,3,0,0
133.587,3,0,0
133.763,2,0,0
133.94,2,0,0
134.469,4,0,0
134.469,1,0,0
134.645,1,0,0
134.646,4,0,0
134.821,1,0,0
134.822,4,0,0
134.999,4,0,0
134.999,1,0,0
135.175,4,0,0
135.175,1,0,0
135.351,1,0,0
135.352,4,0,0
135.527,1,0,0
135.528,4,0,0
135.704,1,0,0
135.705,4,0,0
135.881,4,1,0.441
136.41,2,1,0.442
136.94,1,1,1.059
138.175,2,0,0
138.352,3,0,0
138.528,2,0,0
138.704,4,1,0.442
139.234,4,1,0.441
139.763,4,1,0.971
139.763,2,1,0.971
140.822,1,1,0.177
140.999,2,1,0.176
141.175,3,1,0.177
141.352,2,1,0.176
141.528,4,1,0.441
142.057,2,1,0.265
142.41,3,1,0.353
142.763,1,1,1.589
144.352,4,0,0
144.528,3,0,0
144.704,2,0,0
144.881,1,0,0
145.41,4,0,0
145.587,3,0,0
145.763,2,0,0
145.94,1,0,0
146.469,1,1,0.706
147.175,4,0,0
147.352,4,0,0
147.528,4,0,0
147.704,1,0,0
148.057,1,0,0
148.234,4,0,0
148.41,2,0,0
148.587,1,0,0
148.763,2,0,0
149.116,3,0,0
149.293,1,0,0
149.469,2,0,0
149.646,3,0,0
149.999,4,0,0
149.999,1,0,0
150.175,3,0,0
150.352,3,0,0
150.528,2,0,0
150.881,1,0,0
151.057,2,0,0
151.234,1,0,0
151.41,3,0,0
151.587,4,0,0
151.587,1,0,0
151.94,4,0,0
151.94,2,0,0
152.999,2,1,0.176
153.352,2,1,0.176
153.704,2,1,0.177
154.057,2,1,0.177
154.41,3,1,0.177
154.763,3,1,0.177
155.116,3,1,0.177
155.469,3,1,0.177
155.999,4,0,0
155.999,1,0,0
156.175,4,0,0
156.175,1,0,0
156.528,4,0,0
156.528,1,0,0
156.881,1,0,0
157.057,4,0,0
157.234,1,0,0
157.41,4,0,0
157.587,1,0,0
157.763,4,0,0
157.94,1,0,0
158.116,4,0,0
158.293,1,0,0
158.469,4,1,0.177
158.646,3,1,0.176
158.822,2,1,0.177
158.999,1,1,0.353
159.352,2,1,0.176
159.528,3,1,0.176
159.704,4,1,0.353
160.057,3,1,0.177
160.234,2,1,0.176
160.41,1,1,0.353
160.763,2,1,0.177
160.94,3,1,0.176
161.116,4,1,0.353
161.469,3,1,0.177
161.646,2,1,0.176
161.822,1,1,0.353
162.175,2,1,0.177
162.352,3,1,0.176
162.528,4,1,0.176
163.41,3,1,0.706
164.293,1,0,0
164.469,1,0,0
164.646,1,0,0
164.999,4,0,0
165.175,4,0,0
165.352,4,0,0
165.528,1,0,0
165.704,2,0,0
165.881,1,0,0
166.057,1,0,0
166.234,1,0,0
166.41,3,0,0
166.587,1,0,0
166.763,3,0,0
166.94,4,0,0
167.116,2,0,0
167.293,4,0,0
167.469,2,0,0
167.646,3,0,0
167.822,2,0,0
167.999,4,0,0
168.175,2,0,0
168.352,4,0,0
168.528,3,0,0
168.704,4,0,0
168.881,3,0,0
169.057,1,0,0
169.763,4,0,0
169.763,3,0,0
170.116,2,0,0
170.116,1,0,0
170.469,4,0,0
170.469,3,0,0
170.822,2,0,0
170.822,1,0,0
171.175,1,0,0
171.175,2,0,0
171.528,3,0,0
171.528,4,0,0
171.881,1,0,0
171.881,2,0,0
172.234,3,0,0
172.234,4,0,0
172.587,4,0,0
172.587,3,0,0
172.94,3,0,0
172.94,2,0,0
173.293,4,0,0
173.293,3,0,0
173.646,3,0,0
173.646,2,0,0
173.999,1,0,0
173.999,2,0,0
174.352,2,0,0
174.352,3,0,0
174.704,1,0,0
174.704,2,0,0
175.587,3,0,0
175.587,2,0,0
175.94,3,0,0
175.94,2,0,0
176.293,3,0,0
176.293,2,0,0
176.646,3,0,0
176.646,2,0,0
176.999,2,0,0
176.999,1,0,0
177.352,2,0,0
177.352,1,0,0
177.704,2,0,0
177.704,1,0,0
178.057,2,0,0
178.057,1,0,0
178.234,4,0,0
178.587,3,0,0
178.587,1,0,0
178.763,2,0,0
178.763,4,0,0
179.116,4,0,0
179.116,2,0,0
179.469,3,1,0.53
179.469,2,1,0.883
179.469,1,1,1.235
181.057,1,0,0
181.234,4,0,0
181.41,2,0,0
181.763,4,0,0
181.763,3,0,0
181.763,1,0,0
182.116,2,0,0
182.116,3,0,0
182.469,4,0,0
182.469,1,0,0
182.822,4,0,0
182.822,3,0,0
182.822,2,0,0
183.175,4,0,0
183.175,1,0,0
183.528,2,0,0
183.528,1,0,0
183.881,1,0,0
183.881,2,0,0
184.234,4,0,0
184.234,1,0,0
184.587,2,0,0
184.587,3,0,0
184.587,4,0,0
184.94,2,0,0
184.94,1,0,0
185.293,2,0,0
185.293,3,0,0
185.646,3,0,0
185.646,4,0,0
185.646,1,0,0
185.999,2,0,0
185.999,3,0,0
185.999,4,0,0
186.352,2,0,0
186.352,1,0,0
186.352,4,0,0
186.704,4,0,0
186.704,3,0,0
187.057,3,0,0
187.234,3,0,0
187.41,3,0,0
187.763,2,0,0
187.94,2,0,0
188.116,2,0,0
188.469,4,0,0
188.646,4,0,0
188.822,4,0,0
189.175,1,0,0
189.352,1,0,0
189.528,1,0,0
190.41,2,1,0.177
190.587,1,1,0.176
190.763,4,1,0.177
190.94,3,1,0.706
