time,lane,type,duration
62.344,1,0,0
62.54,3,0,0
62.736,4,0,0
62.932,2,0,0
63.128,4,0,0
63.324,3,0,0
63.52,4,0,0
63.716,2,0,0
63.912,4,0,0
64.305,4,0,0
64.305,1,0,0
64.305,2,0,0
64.697,1,0,0
64.697,4,0,0
64.893,3,0,0
65.089,1,0,0
65.089,4,0,0
65.285,2,0,0
65.481,1,0,0
65.481,4,0,0
65.677,3,0,0
65.873,1,0,0
65.873,4,0,0
66.069,2,0,0
66.265,1,0,0
66.265,4,0,0
66.461,3,0,0
66.658,1,0,0
66.658,4,0,0
66.854,2,0,0
67.05,1,0,0
67.05,4,0,0
67.442,4,0,0
67.442,2,0,0
67.442,1,0,0
67.638,4,0,0
67.834,4,0,0
67.834,2,0,0
67.834,1,0,0
68.03,3,0,0
68.226,2,0,0
68.226,1,0,0
68.422,3,0,0
68.618,2,0,0
68.618,1,0,0
68.814,4,0,0
69.01,1,0,0
69.01,2,0,0
69.207,4,0,0
69.403,1,0,0
69.403,2,0,0
69.599,3,0,0
69.795,1,0,0
69.795,2,0,0
69.991,3,0,0
70.187,1,0,0
70.187,2,0,0
70.579,1,0,0
70.579,4,0,0
70.579,3,0,0
70.971,1,0,0
70.971,4,0,0
71.167,2,0,0
71.363,1,0,0
71.363,4,0,0
71.56,3,0,0
71.756,1,0,0
71.756,4,0,0
71.952,2,0,0
72.148,1,0,0
72.148,4,0,0
72.344,3,0,0
72.54,1,0,0
72.54,4,0,0
72.736,2,0,0
72.932,1,0,0
72.932,4,0,0
73.128,3,0,0
73.324,1,0,0
73.324,4,0,0
73.52,2,0,0
73.716,4,0,0
73.716,3,0,0
74.109,1,0,0
74.109,4,0,0
74.109,3,0,0
74.305,2,0,0
74.501,1,0,0
74.501,4,0,0
74.501,3,0,0
74.697,2,0,0
74.893,4,0,0
74.893,3,0,0
75.089,1,0,0
75.285,4,0,0
75.285,3,0,0
75.481,2,0,0
75.677,3,0,0
75.677,4,0,0
75.873,2,0,0
76.069,4,0,0
76.069,3,0,0
76.265,1,0,0
76.461,4,0,0
76.461,3,0,0
76.854,1,0,0
76.854,4,0,0
77.246,1,0,0
77.246,4,0,0
77.442,2,0,0
77.638,1,0,0
77.638,4,0,0
77.834,3,0,0
78.03,1,0,0
78.03,2,0,0
78.226,3,0,0
78.422,1,0,0
78.618,2,0,0
78.814,1,0,0
79.207,1,0,0
79.403,4,0,0
79.599,1,0,0
79.599,2,0,0
79.991,1,0,0
79.991,4,0,0
80.383,1,0,0
80.383,4,0,0
80.579,2,0,0
80.775,1,0,0
80.775,4,0,0
80.971,2,0,0
81.167,1,0,0
81.167,3,0,0
81.363,4,0,0
81.56,1,0,0
81.756,3,0,0
81.952,1,0,0
82.148,2,0,0
82.344,1,0,0
82.54,3,0,0
82.736,4,0,0
82.736,1,0,0
82.932,3,0,0
83.128,4,0,0
83.128,1,0,0
83.52,4,0,0
83.52,1,0,0
83.716,3,0,0
83.912,4,0,0
83.912,1,0,0
84.109,2,0,0
84.305,4,0,0
84.305,3,0,0
84.501,2,0,0
84.697,4,0,0
84.893,1,0,0
85.089,4,0,0
85.481,4,0,0
85.677,3,0,0
85.873,4,0,0
85.873,1,0,0
86.265,4,0,0
86.265,3,0,0
86.658,4,0,0
86.658,3,0,0
86.854,1,0,0
87.05,4,0,0
87.05,3,0,0
87.246,2,0,0
87.442,4,0,0
87.442,1,0,0
87.638,3,0,0
87.834,4,0,0
88.03,2,0,0
88.226,4,0,0
88.422,1,0,0
88.618,4,0,0
89.01,4,0,0
89.403,1,0,0
89.403,3,0,0
89.403,4,0,0
89.795,1,0,0
89.795,2,0,0
89.795,4,0,0
90.187,4,0,0
90.187,3,0,0
90.187,1,0,0
90.579,4,0,0
90.579,2,0,0
90.579,1,0,0
90.971,4,0,0
90.971,3,0,0
90.971,1,0,0
91.363,4,0,0
91.363,2,0,0
91.363,1,0,0
91.756,4,0,0
91.756,3,0,0
91.756,1,0,0
92.148,4,0,0
92.148,2,0,0
92.148,1,0,0
92.54,4,0,0
92.54,3,0,0
92.54,1,0,0
92.932,4,0,0
92.932,2,0,0
92.932,1,0,0
93.324,4,0,0
93.324,3,0,0
93.324,1,0,0
93.716,4,0,0
93.716,2,0,0
93.716,1,0,0
94.109,4,0,0
94.109,3,0,0
94.109,1,0,0
94.501,4,0,0
94.501,2,0,0
94.501,1,0,0
94.893,4,0,0
94.893,3,0,0
94.893,1,0,0
95.236,4,0,0
95.285,4,0,0
95.285,2,0,0
95.285,1,0,0
95.481,2,0,0
95.677,2,0,0
95.677,3,0,0
95.677,4,0,0
96.069,3,0,0
96.069,2,0,0
96.069,1,0,0
96.461,4,0,0
96.461,3,0,0
96.461,2,0,0
96.854,1,0,0
96.854,2,0,0
96.854,3,0,0
97.246,4,0,0
97.246,3,0,0
97.246,2,0,0
97.638,3,0,0
97.638,2,0,0
97.638,1,0,0
98.03,4,0,0
98.03,3,0,0
98.03,2,0,0
98.422,3,0,0
98.422,2,0,0
98.422,1,0,0
98.814,4,0,0
98.814,3,0,0
98.814,2,0,0
99.207,1,0,0
99.207,2,0,0
99.207,3,0,0
99.599,4,0,0
99.599,3,0,0
99.599,2,0,0
99.991,3,0,0
99.991,2,0,0
99.991,1,0,0
100.383,2,0,0
100.383,3,0,0
100.383,4,0,0
100.775,1,0,0
100.775,2,0,0
100.775,3,0,0
101.167,2,0,0
101.167,3,0,0
101.167,4,0,0
101.56,1,0,0
101.56,2,0,0
101.56,3,0,0
101.658,4,0,0
101.756,2,0,0
101.854,3,0,0
101.952,1,0,0
105.089,1,0,0
105.677,2,0,0
105.873,1,0,0
106.069,3,0,0
106.462,4,0,0
106.854,3,0,0
107.05,1,0,0
107.246,2,0,0
107.638,1,0,0
108.226,1,0,0
108.226,3,0,0
108.423,2,0,0
108.619,3,0,0
108.815,2,0,0
109.011,3,0,0
109.011,1,0,0
109.207,2,0,0
109.403,1,0,0
109.599,3,0,0
109.795,1,0,0
110.187,2,0,0
110.187,1,0,0
110.383,4,0,0
110.579,1,0,0
110.775,2,0,0
110.972,1,0,0
111.363,4,0,0
111.952,3,0,0
112.148,4,0,0
112.344,2,0,0
112.736,1,0,0
113.128,2,0,0
113.324,4,0,0
113.52,3,0,0
113.912,4,0,0
114.501,4,0,0
114.501,2,0,0
114.697,3,0,0
114.893,2,0,0
115.089,3,0,0
115.285,4,0,0
115.285,2,0,0
115.481,3,0,0
115.677,4,0,0
115.873,2,0,0
116.069,4,0,0
116.461,4,0,0
116.461,3,0,0
116.658,1,0,0
116.854,4,0,0
117.05,3,0,0
117.246,4,0,0
117.638,1,0,0
118.03,2,0,0
118.03,4,0,0
118.226,1,0,0
118.422,4,0,0
118.422,3,0,0
118.618,1,0,0
118.814,4,0,0
119.01,1,0,0
119.207,1,0,0
119.403,4,0,0
119.599,2,0,0
119.991,3,0,0
120.187,1,0,0
120.383,4,0,0
120.775,1,0,0
121.167,2,0,0
121.167,4,0,0
121.363,1,0,0
121.56,3,0,0
121.56,4,0,0
121.756,1,0,0
121.952,4,0,0
122.148,1,0,0
122.344,1,0,0
122.54,4,0,0
122.736,2,0,0
122.736,1,0,0
122.932,1,0,0
123.128,3,0,0
123.128,4,0,0
123.324,4,0,0
123.52,4,0,0
123.716,1,0,0
123.912,1,0,0
124.109,2,0,0
124.305,3,0,0
124.501,4,0,0
124.697,1,0,0
124.893,2,0,0
125.089,3,0,0
125.285,4,0,0
125.481,1,0,0
125.677,2,0,0
125.873,3,0,0
126.069,4,0,0
126.265,1,0,0
126.461,2,0,0
126.658,3,0,0
126.854,4,0,0
127.05,1,0,0
127.148,3,0,0
127.246,1,0,0
127.344,3,0,0
127.442,2,0,0
127.54,4,0,0
127.638,2,0,0
127.736,4,0,0
127.834,1,0,0
127.932,2,0,0
128.03,3,0,0
128.128,4,0,0
128.226,2,0,0
128.324,4,0,0
128.422,1,0,0
128.52,3,0,0
128.618,1,0,0
128.618,4,0,0
129.991,2,0,0
130.089,3,0,0
130.187,1,0,0
130.187,4,0,0
130.383,1,0,0
130.579,1,0,0
130.579,2,0,0
130.775,1,0,0
130.971,1,0,0
130.971,4,0,0
131.167,1,0,0
131.363,1,0,0
131.363,3,0,0
131.56,1,0,0
131.756,1,0,0
131.756,4,0,0
131.952,1,0,0
132.148,1,0,0
132.148,2,0,0
132.344,1,0,0
132.54,1,0,0
132.54,4,0,0
132.736,1,0,0
132.932,1,0,0
132.932,3,0,0
133.128,1,0,0
133.128,3,0,0
133.324,1,0,0
133.324,4,0,0
133.52,4,0,0
133.716,4,0,0
133.716,3,0,0
133.912,4,0,0
134.109,4,0,0
134.109,1,0,0
134.305,4,0,0
134.501,4,0,0
134.501,2,0,0
134.697,4,0,0
134.893,4,0,0
134.893,1,0,0
135.089,4,0,0
135.285,4,0,0
135.285,3,0,0
135.481,4,0,0
135.677,4,0,0
135.677,1,0,0
135.873,4,0,0
135.971,1,0,0
136.069,4,0,0
136.069,2,0,0
136.265,4,0,0
136.265,3,0,0
136.461,2,0,0
136.461,1,0,0
136.658,2,0,0
136.854,2,0,0
136.854,4,0,0
137.05,2,0,0
137.246,2,0,0
137.246,3,0,0
137.442,2,0,0
137.638,2,0,0
137.638,4,0,0
137.834,2,0,0
138.03,2,0,0
138.03,1,0,0
138.226,2,0,0
138.422,2,0,0
138.422,4,0,0
138.618,2,0,0
138.814,2,0,0
138.814,3,0,0
139.01,2,0,0
139.207,4,0,0
139.207,2,0,0
139.403,2,0,0
139.403,4,0,0
139.599,3,0,0
139.599,4,0,0
139.795,3,0,0
139.991,3,0,0
139.991,1,0,0
140.187,3,0,0
140.383,3,0,0
140.383,2,0,0
140.579,3,0,0
140.628,4,0,0
140.677,3,0,0
140.726,2,0,0
140.775,3,0,0
140.775,1,0,0
140.971,3,0,0
141.167,3,0,0
141.167,4,0,0
141.363,3,0,0
141.56,3,0,0
141.56,1,0,0
141.756,3,0,0
141.952,3,0,0
141.952,2,0,0
142.148,3,0,0
142.344,3,0,0
142.344,1,0,0
142.54,3,0,0
142.736,2,0,0
142.736,3,0,0
145.285,2,0,0
145.383,3,0,0
145.481,4,0,0
145.481,1,0,0
145.579,2,0,0
145.677,3,0,0
145.873,1,0,0
145.873,3,0,0
146.069,1,0,0
146.265,2,0,0
146.265,4,0,0
146.461,4,0,0
146.658,1,0,0
146.658,3,0,0
146.854,1,0,0
147.05,2,0,0
147.05,4,0,0
147.246,4,0,0
147.442,1,0,0
147.442,2,0,0
147.638,1,0,0
147.834,4,0,0
147.834,3,0,0
148.03,4,0,0
148.226,1,0,0
148.226,2,0,0
148.422,1,0,0
148.618,3,0,0
148.618,4,0,0
148.814,4,0,0
149.01,1,0,0
149.01,2,0,0
149.01,3,0,0
149.207,1,0,0
149.403,1,0,0
149.403,2,0,0
149.403,3,0,0
149.599,1,0,0
149.795,2,0,0
149.795,3,0,0
149.795,1,0,0
149.991,2,0,0
150.187,2,0,0
150.187,3,0,0
150.187,1,0,0
150.383,2,0,0
150.579,2,0,0
150.579,4,0,0
150.579,3,0,0
150.775,3,0,0
150.971,2,0,0
150.971,3,0,0
150.971,4,0,0
151.167,3,0,0
151.363,2,0,0
151.363,3,0,0
151.363,4,0,0
151.56,4,0,0
151.658,1,0,0
151.756,2,0,0
151.756,3,0,0
151.756,4,0,0
151.952,4,0,0
151.952,1,0,0
152.001,2,0,0
152.05,3,0,0
152.099,4,0,0
152.148,1,0,0
152.148,4,0,0
152.148,2,0,0
152.344,1,0,0
152.344,2,0,0
152.344,3,0,0
152.54,3,0,0
152.54,4,0,0
152.54,2,0,0
152.736,1,0,0
152.736,3,0,0
152.736,4,0,0
152.932,2,0,0
152.932,1,0,0
152.932,4,0,0
153.128,1,0,0
153.128,2,0,0
153.128,3,0,0
153.324,2,0,0
153.324,3,0,0
153.324,4,0,0
153.52,4,0,0
153.52,1,0,0
153.52,3,0,0
153.716,1,0,0
153.716,2,0,0
153.716,3,0,0
153.912,3,0,0
154.109,1,0,0
154.109,4,0,0
154.109,2,0,0
154.305,2,0,0
154.501,1,0,0
154.501,3,0,0
154.501,4,0,0
154.697,1,0,0
154.893,4,0,0
154.991,1,0,0
155.089,3,0,0
155.187,2,0,0
155.285,1,0,0
155.285,2,0,0
155.285,3,0,0
155.285,4,0,0
